bibkg_id,wikidata_id,other_wikidata_ids,dblp_id,DBLP publication ID,DBLP venue ID,DBLP event ID,DOI,arXiv ID,ieeeXplore,hdl.handle,d-nb.info,ACM Classification Code,ACM Digital Library citation ID,ACM Digital Library event ID,ethos,ISBN-10,ISBN-13,DBLP author ID,ORCID ID,Google Scholar ID
a_Rui_Lebre,Q92763281,,homepages/202/9340,,,,,,,,,,,,,,,202/9340,,
a_Christophe_Jouffrais,Q92802313,,homepages/48/2639,,,,,,,,,,,,,,,48/2639,,
a_Philippe_G__Schyns,Q92826658,,homepages/32/1795,,,,,,,,,,,,,,,32/1795,,
a_Quentin_Boehler,Q92841470,,homepages/181/4117,,,,,,,,,,,,,,,181/4117,,
a_Gunes_A__Yakaboylu,Q92859860,,homepages/231/6887,,,,,,,,,,,,,,,231/6887,,
a_Raul_Fernandez_Fernandez,Q92893703,,homepages/202/1876,,,,,,,,,,,,,,,202/1876,,
a_Phan_Tu_Vuong,Q92952478,,homepages/121/1601,,,,,,,,,,,,,,,121/1601,,
a_Geoffrey_A__Sonn,Q92964338,,homepages/192/1630,,,,,,,,,,,,,,,192/1630,,
a_Osamu_Ogasawara,Q92964753,,homepages/84/5167,,,,,,,,,,,,,,,84/5167,,
a_Amina_A__Qutub,Q92994840,,homepages/65/8766,,,,,,,,,,,,,,,65/8766,,
a_Wendy_Van_den_Broeck,Q93013235,,homepages/51/9656,,,,,,,,,,,,,,,51/9656,,
a_Yiqing_Yao,Q93032318,,homepages/187/1915,,,,,,,,,,,,,,,187/1915,0000-0001-5721-7129,
a_Crina_Grosan,Q93047980,,homepages/30/6047,,,,,,,,,,,,,,,30/6047,,
a_Carolin_Hahnel,Q93068117,,homepages/171/4026,,,,,,,,,,,,,,,171/4026,,
a_Alexander_Yastrebov,Q93121911,,homepages/67/3983,,,,,,,,,,,,,,,67/3983,0000-0002-3260-8462,
a_Arturas_Kilikevicius,Q93140691,,homepages/184/9069,,,,,,,,,,,,,,,184/9069,,
a_Eren__Ouml_zceylan,Q93163625,,homepages/121/8141,,,,,,,,,,,,,,,121/8141,,
a_Matthew_A__Jolley,Q93168835,,homepages/200/1591,,,,,,,,,,,,,,,200/1591,,
a_Hussein_Attia,Q93211850,,homepages/214/6670,,,,,,,,,,,,,,,214/6670,,
a_Umar_F__Khan,Q93215487,,homepages/81/2249,,,,,,,,,,,,,,,81/2249,,
a_Juan_Pablo_Astudillo_Le_oacute_n,Q93331851,,homepages/228/5848,,,,,,,,,,,,,,,228/5848,,
a_Jie_Xu_0011,Q93345115,,homepages/37/5126-11,,,,,,,,,,,,,,,37/5126-11,,
a_Richard_Szeliski,Q93380549,,homepages/46/2186,,,,,,,,,,,,,,,,,3_u1jHQAAAAJ
a_John_Jules_Ch__Meyer,Q93431285,,homepages/m/JJCMeyer,,,,,,,,,,,,,,,m/JJCMeyer,,
a_Paul_Doukhan,Q93431706,,homepages/225/6560,,,,,,,,,,,,,,,225/6560,,
a_Timothy_Baldwin,Q93956263,,homepages/65/4863,,,,,,,,,,,,,,,,,wjBD1dkAAAAJ
a_David_Chiang_0001,Q93956277,,homepages/89/233-1,,,,,,,,,,,,,,,89/233-1,,
a_Claire_Gardent,Q93956300,,homepages/71/6819,,,,,,,,,,,,,,,71/6819,,
a_Lyn_C__Thomas,Q94360759,,homepages/29/6509,,,,,,,,,,,,,,,29/6509,0000-0002-3727-4772,
a_Dylan_S__Shah,Q94455247,,homepages/223/6455,,,,,,,,,,,,,,,223/6455,,
a_Francisco_D__Guill_eacute_n_G_aacute_mez,Q94459682,,homepages/146/2070,,,,,,,,,,,,,,,146/2070,,
a_Biwu_Chen,Q94480369,,homepages/200/1124,,,,,,,,,,,,,,,200/1124,,
a_Danielle_A__Brake,Q94512165,,homepages/149/2597,,,,,,,,,,,,,,,149/2597,,
a_Alessandro_Masullo,Q94542373,,homepages/220/5476,,,,,,,,,,,,,,,220/5476,,
a_Utku_Culha,Q94568890,,homepages/47/9969,,,,,,,,,,,,,,,47/9969,,
a_Krzysztof_M__Markowicz,Q94582874,,homepages/217/4173,,,,,,,,,,,,,,,217/4173,,
a_Matthias_Wildemeersch,Q94606166,,homepages/132/8031,,,,,,,,,,,,,,,132/8031,,
a_A__M__Fink,Q94636706,,homepages/162/4156,,,,,,,,,,,,,,,162/4156,,
a_Desmond_Schmidt,Q94689907,,homepages/222/4605,,,,,,,,,,,,,,,222/4605,,
a_Roy_F__Reeves,Q94842797,,homepages/36/3057,,,,,,,,,,,,,,,36/3057,,
a_Anna_Maria_Feit,Q95183816,,homepages/128/9269,,,,,,,,,,,,,,,128/9269,0000-0003-4168-6099,
a_Irwin_S__Pressman,Q95216219,,homepages/75/4190,,,,,,,,,,,,,,,75/4190,,
a_Patrick_L__Odell,Q95221214,,homepages/22/3058,,,,,,,,,,,,,,,22/3058,,
a_Zheng_Yan_0005,Q95290435,,homepages/43/180-5,,,,,,,,,,,,,,,43/180-5,,
a_Zdenek_Stachon,Q95292674,,homepages/162/0292,,,,,,,,,,,,,,,162/0292,,
a_Wolfhart_Haacke,Q95308456,,homepages/64/9527,,,,,,,,,,,,,,,64/9527,,
a_Holger_Kunze,Q95315541,,homepages/23/22,,,,,,,,,,,,,,,23/22,0000-0002-7021-2370,
a_Henry_W__Block,Q95317104,,homepages/41/7324,,,,,,,,,,,,,,,41/7324,,
a_Xiangyi_Bei,Q95319138,,homepages/248/1173,,,,,,,,,,,,,,,248/1173,,
a_Martin_Slanina,Q95397533,,homepages/66/7270,,,,,,,,,,,,,,,66/7270,0000-0001-5418-4843,
a_Vaclav_Satek,Q95398129,,homepages/83/7738,,,,,,,,,,,,,,,83/7738,0000-0002-5382-0235,
a_Grischa_Fraumann,Q95572505,,homepages/288/8228,,,,,,,,,,,,,,,288/8228,,
a_Narinder_Singh_Punn,Q95601156,,homepages/231/4697,,,,,,,,,,,,,,,231/4697,,
a_Theodore_Dalamagas,Q95606554,,homepages/18/5542,,,,,,,,,,,,,,,18/5542,,
a_Jizhou_Huang,Q95625405,,homepages/84/1560,,,,,,,,,,,,,,,84/1560,0000-0003-1022-0309,
a_Chau_Yuen,Q95657011,,homepages/01/753,,,,,,,,,,,,,,,01/753,,
a_Andr_eacute__Noll_Barreto,Q95718001,,homepages/18/6277,,,,,,,,,,,,,,,,,mVBAObEAAAAJ
a_Jaqueline_Godoy_Mesquita,Q95733486,,homepages/132/9867,,,,,,,,,,,,,,,132/9867,,
a_Enrico_Meli,Q95827772,,homepages/147/6902,,,,,,,,,,,,,,,147/6902,,
a_Menghan_Hu,Q95944261,,homepages/203/4120,,,,,,,,,,,,,,,203/4120,,
a_Alexander_M__Rausch,Q95945811,,homepages/252/3719,,,,,,,,,,,,,,,252/3719,,
a_Zhaoyang_Ai,Q95948331,,homepages/210/7490,,,,,,,,,,,,,,,210/7490,,
a_Bandar_Alotaibi,Q95951248,,homepages/186/5863,,,,,,,,,,,,,,,186/5863,,
a_Ruben_Taelman,Q95951667,,homepages/180/1760,,,,,,,,,,,,,,,180/1760,,
a_Teodora_Sanislav,Q95954535,,homepages/66/11074,,,,,,,,,,,,,,,66/11074,,
a_Rose_Anne_Kenny,Q95975761,,homepages/149/9764,,,,,,,,,,,,,,,149/9764,0000-0002-9336-8124,
a_Abdelmoneim_Amer_Desouki,Q95979381,,homepages/140/3577,,,,,,,,,,,,,,,140/3577,,q5MLF20AAAAJ
a_Anthony_N__Nguyen,Q95980344,,homepages/76/408,,,,,,,,,,,,,,,76/408,,
a_Pascal_Molli,Q95981581,,homepages/34/642,,,,,,,,,,,,,,,34/642,0000-0001-8048-273X,
a_Rodrigo_P_eacute_rez_Rodr_iacute_guez,Q95983265,,homepages/80/11155,,,,,,,,,,,,,,,80/11155,,
a_Matteo_Ruggiero,Q95989699,,homepages/156/7574,,,,,,,,,,,,,,,156/7574,,
a_Artem_Lenskiy,Q96002374,,homepages/82/10584,,,,,,,,,,,,,,,82/10584,,
a_Brian_Staber,Q96011940,,homepages/181/2793,,,,,,,,,,,,,,,,,61j2VawAAAAJ
a_Ioannis_Ioakimidis,Q96020849,,homepages/98/11197,,,,,,,,,,,,,,,98/11197,0000-0002-7208-1722,
a_Laurent_El_Ghaoui,Q96039998,,homepages/40/1786,,,,,,,,,,,,,,,40/1786,,
a_Dana_R__Yoerger,Q96049873,,homepages/y/DanaRYoerger,,,,,,,,,,,,,,,y/DanaRYoerger,,
a_Juan_Cedano,Q96068526,,homepages/84/3893,,,,,,,,,,,,,,,84/3893,,
a_Eleni_Stai,Q96095177,,homepages/08/9977,,,,,,,,,,,,,,,08/9977,0000-0003-2283-3479,
a_Emmeric_Tanghe,Q96095318,,homepages/90/5167,,,,,,,,,,,,,,,90/5167,,
a_Alessandro_Corbetta,Q96097195,,homepages/143/7403,,,,,,,,,,,,,,,143/7403,,
a_Takeshi_Kurata,Q96098519,,homepages/01/6679,,,,,,,,,,,,,,,01/6679,,
a_Jakob_Gulddahl_Rasmussen,Q96104228,,homepages/04/8966,,,,,,,,,,,,,,,04/8966,0000-0002-8389-6935,
a_Mario_Vento,Q96105387,,homepages/46/113,,,,,,,,,,,,,,,46/113,,
a_Shubham_Chamadia,Q96113522,,homepages/156/5295,,,,,,,,,,,,,,,156/5295,,
a_Madan_Mohan_Rayguru,Q96114884,,homepages/172/0981,,,,,,,,,,,,,,,172/0981,0000-0003-4339-4444,
a_Diane_Felmlee,Q96121731,,homepages/95/10817,,,,,,,,,,,,,,,95/10817,,
a_Paolo_Avesani,Q96127821,,homepages/57/831,,,,,,,,,,,,,,,57/831,,
a_Bradley_C__Kuszmaul,Q96134969,,homepages/77/1312,,,,,,,,,,,,,,,77/1312,,
a_S_oslash_ren_Forchhammer,Q96144856,,homepages/89/3548,,,,,,,,,,,,,,,89/3548,,
a_Jianglin_Du,Q96160629,,homepages/246/2908,,,,,,,,,,,,,,,246/2908,,
a_Le_Van_Hien,Q96172148,,homepages/95/7278,,,,,,,,,,,,,,,95/7278,,
a_Peican_Zhu,Q96173731,,homepages/144/0307,,,,,,,,,,,,,,,144/0307,,
a_Chi_Yi_Tsai,Q96180374,,homepages/25/1650,,,,,,,,,,,,,,,25/1650,,
a_Damien_Hanyurwimfura,Q96181129,,homepages/116/7676,,,,,,,,,,,,,,,116/7676,,
a_Renato_Vidoni,Q96182873,,homepages/66/2825,,,,,,,,,,,,,,,66/2825,,
a_Matjaz_Konvalinka,Q96193621,,homepages/80/6669,,,,,,,,,,,,,,,80/6669,,
a_Michael_Adams_0003,Q96208379,,homepages/01/2384-3,,,,,,,,,,,,,,,01/2384-3,,
a_Suzan_Arslanturk,Q96210403,,homepages/133/8987,,,,,,,,,,,,,,,133/8987,,
a_Paulo_Matias,Q96211209,,homepages/49/11148,,,,,,,,,,,,,,,49/11148,,
a_ChenKun_Tsung,Q96211613,,homepages/94/10076,,,,,,,,,,,,,,,94/10076,,
a_Ren_Togo,Q96220745,,homepages/187/0069,,,,,,,,,,,,,,,187/0069,,
a_Ahmed_Abu_Siada,Q96240351,,homepages/134/5854,,,,,,,,,,,,,,,134/5854,0000-0002-2094-3036,
a_Diego_Pasqualin,Q96251420,,homepages/144/4659,,,,,,,,,,,,,,,144/4659,,
a_Antoine_Bossard,Q96294566,,homepages/88/7652,,,,,,,,,,,,,,,88/7652,,
a_G_ouml_khan_Soysal,Q96294911,,homepages/247/8964,,,,,,,,,,,,,,,247/8964,,
a_Lars_Michels,Q96302799,,homepages/07/11225,,,,,,,,,,,,,,,07/11225,,
a_Mohamed_Jmaiel,Q96335812,,homepages/58/6741,,,,,,,,,,,,,,,58/6741,,AZK1D5QAAAAJ
a_Elisabeth_Leiss_Holzinger,Q96429056,,homepages/210/0211,,,,,,,,,,,,,,,210/0211,,
a_Junfu_Fan,Q96578107,,homepages/121/7733,,,,,,,,,,,,,,,121/7733,,
a_Anas_Fahad_Khan,Q96579389,,homepages/222/0968,,,,,,,,,,,,,,,222/0968,,
a_David_Grethlein,Q96589184,,homepages/242/4550,,,,,,,,,,,,,,,242/4550,,
a_Jordi_Burriel_Valencia,Q96603845,,homepages/194/8701,,,,,,,,,,,,,,,194/8701,,
a_Vincent_Vigneron,Q96617059,,homepages/53/1100,,,,,,,,,,,,,,,53/1100,,
a_Mateusz_Trokielewicz,Q96617430,,homepages/166/6404,,,,,,,,,,,,,,,166/6404,,
a_Qisong_Wu,Q96637160,,homepages/02/9705,,,,,,,,,,,,,,,02/9705,,
a_Faezeh_Marzbanrad,Q96681365,,homepages/148/2101,,,,,,,,,,,,,,,148/2101,,
a_Antonio_Boccuto,Q96774277,,homepages/27/11458,,,,,,,,,,,,,,,27/11458,,
a_Tobias_Feigl,Q96947494,,homepages/207/7268,,,,,,,,,,,,,,,207/7268,,
a_Xiaohu_You,Q97188054,,homepages/17/1464,,,,,,,,,,,,,,,17/1464,,
a_Stephen_G__Pulman,Q97331618,,homepages/86/5978,,,,,,,,,,,,,,,86/5978,,
a_Gabri_euml_l_Lodewijks,Q97436583,,homepages/79/2974,,,,,,,,,,,,,,,79/2974,,
a_Gustavo_Belforte,Q97456465,,homepages/96/5441,,,,,,,,,,,,,,,96/5441,,
a_Xingjiao_Wu,Q97521714,,homepages/232/1759,,,,,,,,,,,,,,,232/1759,,
a_Alfredo_Quijano_Lopez,Q97521908,,homepages/193/9153,,,,,,,,,,,,,,,193/9153,,
a_Ali_Gholipour,Q97535295,,homepages/16/6175,,,,,,,,,,,,,,,16/6175,,
a_Emmanuel_Faure,Q97535573,,homepages/39/3767,,,,,,,,,,,,,,,39/3767,,
a_Melania_Borit,Q97555193,,homepages/190/3637,,,,,,,,,,,,,,,190/3637,,
a_Mikhail_Galkin_0002,Q97567035,,homepages/160/8154-2,,,,,,,,,,,,,,,160/8154-2,,
a_Philipp_M_uuml_ller_0002,Q97685744,,homepages/172/7897-2,,,,,,,,,,,,,,,172/7897-2,,
a_Scott_A__Trammell,Q97688870,,homepages/187/1971,,,,,,,,,,,,,,,187/1971,,
a_Panagiotis_I__Radoglou_Grammatikis,Q98173715,,homepages/227/9897,,,,,,,,,,,,,,,227/9897,0000-0003-1605-9413,
a_Ceren_Budak,Q98190821,,homepages/66/8462,,,,,,,,,,,,,,,,,wIhJS60AAAAJ
a_Ana_Maria_Claudia_Dragulinescu,Q98198245,,homepages/215/8956,,,,,,,,,,,,,,,215/8956,0000-0001-6096-5793,
a_Abdullah_Saeed_Balamash,Q98203114,,homepages/142/3074,,,,,,,,,,,,,,,142/3074,,
a_Immacolata_Notaro,Q98210845,,homepages/161/4976,,,,,,,,,,,,,,,161/4976,,
a_Karthik_Kumaravelu,Q98219876,,homepages/177/2185,,,,,,,,,,,,,,,,,Q_w848EAAAAJ
a_Meir_Feder,Q98221434,,homepages/97/1366,,,,,,,,,,,,,,,97/1366,,
a_Ilias_Theodorakopoulos,Q98234437,,homepages/47/10771,,,,,,,,,,,,,,,47/10771,0000-0002-9392-8902,
a_Maria_Victoria_Higuero,Q98389058,,homepages/20/6639,,,,,,,,,,,,,,,20/6639,,
a_Faiza_Allah_Bukhsh,Q98389137,,homepages/26/10260,,,,,,,,,,,,,,,26/10260,,
a_Hilary_Finucane,Q98414723,,homepages/91/8004,,,,,,,,,,,,,,,91/8004,,
a_Grzegorz_Pochwatko,Q98571080,,homepages/142/3565,,,,,,,,,,,,,,,142/3565,,
a_Asaf_Karagila,Q98613025,,homepages/179/4290,,,,,,,,,,,,,,,179/4290,,
a_Aurelio_G__Melo,Q98617827,,homepages/219/0995,,,,,,,,,,,,,,,219/0995,,
a_Marianne_Sinka,Q98725425,,homepages/200/8935,,,,,,,,,,,,,,,200/8935,,
a_Bernardo_Bizzo,Q98781925,,homepages/223/9850,,,,,,,,,,,,,,,223/9850,0000-0002-9686-6751,
a_Panayiotis_Kotzanikolaou,Q98783235,,homepages/12/5285,,,,,,,,,,,,,,,12/5285,,
a_Matthieu_Herrb,Q98844777,,homepages/17/1668,,,,,,,,,,,,,,,17/1668,,
a_Rens_Brankaert,Q98904117,,homepages/153/6714,,,,,,,,,,,,,,,153/6714,,
a_Xu_Luo_0002,Q98948624,,homepages/06/2622-2,,,,,,,,,,,,,,,,0000-0001-6942-896X,
a_Mariia_Rizun,Q99213978,,homepages/189/1028,,,,,,,,,,,,,,,189/1028,,
a_Mingliang_Zhou,Q99244393,,homepages/160/0079,,,,,,,,,,,,,,,160/0079,,
a_Carsten_G_ouml_rg,Q99417668,,homepages/g/CarstenGorg,,,,,,,,,,,,,,,g/CarstenGorg,,
a_Ruben_E__Valas,Q99543950,,homepages/77/11015,,,,,,,,,,,,,,,77/11015,,
a_Munkhjargal_Gochoo,Q99549582,,homepages/149/9570,,,,,,,,,,,,,,,149/9570,,
a_Mikhail_Y__Shalaginov,Q99563246,,homepages/242/9068,,,,,,,,,,,,,,,242/9068,,
a_Marta_Romeo,Q99587956,,homepages/222/7940,,,,,,,,,,,,,,,222/7940,,
a_Emanuel_Puschita,Q99708894,,homepages/76/3052,,,,,,,,,,,,,,,76/3052,,
a_Martin_Kleppmann,Q99748636,,homepages/148/2880,,,,,,,,,,,,,,,148/2880,0000-0001-7252-6958,
a_Geoffrey_M__Voelker,Q99804049,,homepages/v/GeoffreyMVoelker,,,,,,,,,,,,,,,v/GeoffreyMVoelker,,
a_David_R__C__Hill,Q99902290,,homepages/51/2137,,,,,,,,,,,,,,,51/2137,,
a_Filip_Ilievski,Q100107129,,homepages/167/4770,,,,,,,,,,,,,,,167/4770,,
a_Paula_Verde,Q100313310,,homepages/277/4421,,,,,,,,,,,,,,,277/4421,,
a_L_ubom_iacute_r_Dobos,Q100383282,,homepages/14/845,,,,,,,,,,,,,,,14/845,0000-0001-7960-6344,
a_Silvia_Muzzioli,Q100412185,,homepages/15/5089,,,,,,,,,,,,,,,15/5089,,
a_Werner_Creixell,Q100412220,,homepages/56/6181,,,,,,,,,,,,,,,56/6181,,
a_Anh_L__P__Nguyen,Q100421175,,homepages/283/8781,,,,,,,,,,,,,,,283/8781,,
a_Mitsuhiro_T__Nakao,Q100454109,,homepages/63/2229,,,,,,,,,,,,,,,63/2229,,
a_Nathan_S__Usevitch,Q100458048,,homepages/182/4426,,,,,,,,,,,,,,,182/4426,,
a_Bastien_S__Lemaire,Q100472119,,homepages/205/1239,,,,,,,,,,,,,,,205/1239,,
a_Xiaoai_Dai,Q100479643,,homepages/285/8952,,,,,,,,,,,,,,,285/8952,,
a_Carles_Falc_oacute_n,Q100528821,,homepages/115/8568,,,,,,,,,,,,,,,115/8568,,
a_Tula_Giannini,Q100600931,,homepages/168/1551,,,,,,,,,,,,,,,168/1551,,
a_Guido_Lemoine,Q100693926,,homepages/11/8999,,,,,,,,,,,,,,,11/8999,,
a_Tamer_Abdelkader,Q100746572,,homepages/53/8967,,,,,,,,,,,,,,,53/8967,,
a_Gideon_Langholz,Q100926060,,homepages/67/3192,,,,,,,,,,,,,,,67/3192,,
a_Shay_Golan_0001,Q100958261,,homepages/184/8087,,,,,,,,,,,,,,,,0000-0001-8357-2802,
a_Edyta_Lukasik,Q101117384,,homepages/139/2131,,,,,,,,,,,,,,,139/2131,,
a_Bester_Tawona_Mudereri,Q101216076,,homepages/254/2382,,,,,,,,,,,,,,,254/2382,,
a_Qiu_Xiao,Q101410144,,homepages/196/2437,,,,,,,,,,,,,,,196/2437,,
a_Marco_Piras,Q101471740,,homepages/201/3083,,,,,,,,,,,,,,,201/3083,0000-0001-8000-2388,
a_Ananda_Sanagavarapu_Mohan,Q101476150,,homepages/45/5437,,,,,,,,,,,,,,,45/5437,,
a_Teresa_Cerratto_Pargman,Q101518291,,homepages/c/TeresaInesCerratto,,,,,,,,,,,,,,,c/TeresaInesCerratto,,
a_Muhammad_Ehatisham_ul_Haq,Q102049334,,homepages/207/6512,,,,,,,,,,,,,,,207/6512,,
a_Jos_eacute__Luis_Hern_aacute_ndez_Hern_aacute_ndez,Q102072713,,homepages/217/4240,,,,,,,,,,,,,,,217/4240,,
a_Sisira_Ediriweera,Q102075532,,homepages/197/4473,,,,,,,,,,,,,,,197/4473,,
a_C__Tompkins,Q102078134,,homepages/29/3681,,,,,,,,,,,,,,,29/3681,,
a_Ugo_O__Gagliardi,Q102078171,,homepages/45/4087,,,,,,,,,,,,,,,45/4087,,
a_Andrew_Conn_0001,Q102078572,,homepages/98/1795,,,,,,,,,,,,,,,98/1795,0000-0001-7470-1035,
a_Peter_Deussen,Q102078676,,homepages/50/1533,,,,,,,,,,,,,,,50/1533,,
a_Jean_Fran_ccedil_ois_Cordeau,Q102078717,,homepages/68/5116,,,,,,,,,,,,,,,68/5116,,
a_Donald_S__Cohen,Q102082938,,homepages/44/4892,,,,,,,,,,,,,,,44/4892,,
a_Ralf_Korn,Q102105009,,homepages/76/7933,,,,,,,,,,,,,,,76/7933,0000-0002-9123-3883,
a_Truong_Q__Nguyen,Q102105352,,homepages/23/5856,,,,,,,,,,,,,,,,,5rjfy4AAAAAJ
a_Rolf_H__M_ouml_hring,Q102105492,,homepages/m/RHMohring,,,,,,,,,,,,,,,m/RHMohring,0000-0003-3766-8728,
a_Boris_Springborn,Q102109461,,homepages/54/4032,,,,,,,,,,,,,,,54/4032,,
a_Alexandr_V__Kostochka,Q102109975,,homepages/55/3309,,,,,,,,,,,,,,,55/3309,,
a_Jo_atilde_o_Ara_uacute_jo_0002,Q102111322,,homepages/72/1322-2,,,,,,,,,,,,,,,72/1322-2,0000-0001-6655-2172,
a_Gabriel_Huerta,Q102111468,,homepages/94/866,,,,,,,,,,,,,,,94/866,,
a_S_aacute_ndor_P__Fekete,Q102111724,,homepages/f/SandorPFekete,,,,,,,,,,,,,,,f/SandorPFekete,,
a_Paul_E__Utgoff,Q102112141,,homepages/u/PaulEUtgoff,,,,,,,,,,,,,,,u/PaulEUtgoff,,
a_Lee_J__White,Q102112372,,homepages/73/4267,,,,,,,,,,,,,,,73/4267,,
a_Thomas_A__Nevins,Q102112786,,homepages/22/4476,,,,,,,,,,,,,,,22/4476,,
a_Elliot_Soloway,Q102116327,,homepages/16/2925,,,,,,,,,,,,,,,16/2925,,
a_Fran_ccedil_ois_Murat,Q102117938,,homepages/19/1290,,,,,,,,,,,,,,,19/1290,,
a_Ralph_Grishman,Q102119353,,homepages/32/3175,,,,,,,,,,,,,,,32/3175,,
a_Frank_Wolter,Q102123504,,homepages/w/FrankWolter,,,,,,,,,,,,,,,w/FrankWolter,,
a_Mostafa_H__Ammar,Q102123947,,homepages/a/MHAmmar,,,,,,,,,,,,,,,a/MHAmmar,,
a_Conrad_Wogrin,Q102124011,,homepages/07/11061,,,,,,,,,,,,,,,07/11061,,
a_Chang_Wen_Chen,Q102124033,,homepages/29/4638,,,,,,,,,,,,,,,29/4638,,
a_Kenneth_A__Bowen,Q102130444,,homepages/92/111,,,,,,,,,,,,,,,92/111,,
a_John_Kenneth_Truss,Q102135641,,homepages/01/2845,,,,,,,,,,,,,,,01/2845,,
a_Stanley_Sawyer,Q102137866,,homepages/242/9406,,,,,,,,,,,,,,,242/9406,,
a_John_J__Beauchamp,Q102142378,,homepages/09/4101,,,,,,,,,,,,,,,09/4101,,
a_Li_Fung_Chang,Q102146252,,homepages/18/3699,,,,,,,,,,,,,,,18/3699,,
a_Hui_Huang_0002,Q102147489,,homepages/33/5763-2,,,,,,,,,,,,,,,33/5763-2,,
a_Douglas_A__Cenzer,Q102147921,,homepages/c/DouglasCenzer,,,,,,,,,,,,,,,,0000-0002-6029-9900,
a_John_T__Paxton,Q102156155,,homepages/63/5707,,,,,,,,,,,,,,,63/5707,,
a_Paul_D__Scott,Q102156157,,homepages/76/6514,,,,,,,,,,,,,,,76/6514,,
a_Lev_Borisov,Q102156170,,homepages/246/2875,,,,,,,,,,,,,,,246/2875,,
a_Gene_F__Rose,Q102156931,,homepages/49/6283,,,,,,,,,,,,,,,49/6283,,
a_John_C__Strikwerda,Q102157092,,homepages/34/1025,,,,,,,,,,,,,,,34/1025,,
a_Narayanaswamy_Balakrishnan_0001,Q102157955,,homepages/38/7011-1,,,,,,,,,,,,,,,38/7011-1,0000-0001-5842-8892,
a_William_E__Winkler,Q102160343,,homepages/50/5163,,,,,,,,,,,,,,,50/5163,,
a_Kay_Magaard,Q102161538,,homepages/02/4877,,,,,,,,,,,,,,,02/4877,,
a_James_B__Nation,Q102161566,,homepages/10/6666,,,,,,,,,,,,,,,10/6666,,
a_Leonard_Evens,Q102164165,,homepages/62/9461,,,,,,,,,,,,,,,62/9461,,
a_Michael_A__Jones,Q102164921,,homepages/06/3864,,,,,,,,,,,,,,,06/3864,,
a_Zbigniew_Jelonek,Q102165277,,homepages/30/6987,,,,,,,,,,,,,,,30/6987,,
a_Kyeong_Hah_Roh,Q102165324,,homepages/77/6782,,,,,,,,,,,,,,,77/6782,,
a_S__Muthukrishnan,Q102165467,,homepages/m/SMuthukrishnan,,,,,,,,,,,,,,,m/SMuthukrishnan,,
a_Joseph_D__Ward,Q102168031,,homepages/66/2616,,,,,,,,,,,,,,,66/2616,,
a_Chohong_Min,Q102168278,,homepages/32/3982,,,,,,,,,,,,,,,32/3982,,
a_Lenore_D__Zuck,Q102170244,,homepages/z/LDZuck,,,,,,,,,,,,,,,z/LDZuck,,
a_Howard_C__Elman,Q102170436,,homepages/68/3171,,,,,,,,,,,,,,,,0000-0002-8886-9901,
a_Dieter_Haupt,Q102171755,,homepages/29/437,,,,,,,,,,,,,,,29/437,,
a_Roswitha_Blind,Q102172086,,homepages/92/6732,,,,,,,,,,,,,,,92/6732,,
a_Itay_Neeman,Q102173229,,homepages/14/2835,,,,,,,,,,,,,,,14/2835,,
a_Adam_Lutoborski,Q102174028,,homepages/44/5201,,,,,,,,,,,,,,,44/5201,,
a_Jean_Michel_Muller,Q102175340,,homepages/26/5113,,,,,,,,,,,,,,,26/5113,0000-0003-3588-0047,
a_Carlo_Bardaro,Q102175594,,homepages/71/8860,,,,,,,,,,,,,,,,0000-0002-7567-4005,
a_Andrew_Wohlgemuth,Q102176400,,homepages/194/4183,,,,,,,,,,,,,,,194/4183,,
a_Jan_Peleska_0001,Q102176538,,homepages/24/440,,,,,,,,,,,,,,,24/440,0000-0003-3667-9775,
a_Arthur_B__Baggeroer,Q102176938,,homepages/45/6344,,,,,,,,,,,,,,,45/6344,,
a_Karin_Gatermann,Q102177386,,homepages/98/2849,,,,,,,,,,,,,,,98/2849,,
a_Anthony_Quas,Q102178148,,homepages/09/1589,,,,,,,,,,,,,,,09/1589,,
a_Michael_D__Galloy,Q102178216,,homepages/74/1136,,,,,,,,,,,,,,,74/1136,,
a_Hermann_G__Matthies,Q102181364,,homepages/65/2151,,,,,,,,,,,,,,,65/2151,0000-0002-8644-5574,
a_Ursula_Goltz,Q102181731,,homepages/g/UrsulaGoltz,,,,,,,,,,,,,,,g/UrsulaGoltz,,
a_Walter_S__Brainerd,Q102183742,,homepages/72/979,,,,,,,,,,,,,,,72/979,,
a_Alexei_G__Myasnikov,Q102188771,,homepages/47/2636,,,,,,,,,,,,,,,,,TcsJTzMAAAAJ
a_Alfredo_Berm_uacute_dez,Q102191518,,homepages/38/6028,,,,,,,,,,,,,,,38/6028,0000-0002-1865-6804,
a_Francesco_Sica,Q102191587,,homepages/60/4502,,,,,,,,,,,,,,,60/4502,0000-0002-6027-2548,
a_Sorin_Istrail,Q102194368,,homepages/59/460,,,,,,,,,,,,,,,59/460,,
a_George_Csordas,Q102196337,,homepages/115/4955,,,,,,,,,,,,,,,115/4955,,
a_James_D__Brom,Q102199077,,homepages/82/2749,,,,,,,,,,,,,,,82/2749,,
a_Rustam_Ibragimov,Q102199219,,homepages/63/8756,,,,,,,,,,,,,,,63/8756,,
a_F__Kenneth_Zadeck,Q102200269,,homepages/73/4688,,,,,,,,,,,,,,,73/4688,,
