Fuente,Count
http://www.db.ucsd.edu,17
http://www-rocq.inria.fr,17
http://www.cse.ogi.edu,17
http://ismir2001.ismir.net,17
http://www.se-hci.org,17
http://repositorio.unifesp.br,17
https://refubium.fu-berlin.de,17
http://www.unibw.de,17
http://e-pub.uni-weimar.de,17
http://elib.ub.uni-osnabrueck.de,17
http://www.ub.uni-siegen.de,17
http://www.elsevier.com,16
http://jair.org,16
http://www.unioviedo.es,16
http://vig.pearsoned.com,16
http://ksiresearchorg.ipage.com,16
https://cyberdefensereview.army.mil,16
http://event.cwi.nl,16
http://lotos.library.uu.nl,16
http://www.geo.unizh.ch,16
http://repositorio.ufes.br,16
https://macau.uni-kiel.de,16
https://ub-deposit.fernuni-hagen.de,16
https://www.grin.com,16
http://opus.ub.uni-bayreuth.de,16
http://www.dspace.cam.ac.uk,16
http://tobias-lib.uni-tuebingen.de,16
http://dl.comsoc.org,15
http://www.cs.helsinki.fi,15
http://oreilly.com,15
http://docserver.bis.uni-oldenburg.de,15
http://www.tu-braunschweig.de,15
http://www.performance-symposium.org,15
http://www-db.in.tum.de,15
http://www.bdtd.ufscar.br,15
http://repositorio.ufrn.br:8080,15
http://dochost.rz.hu-berlin.de,15
http://kops.ub.uni-konstanz.de,15
http://research.gold.ac.uk,15
http://137.193.200.177,15
http://tobias-lib.ub.uni-tuebingen.de,15
http://freidok.ub.uni-freiburg.de,15
http://control.ibspan.waw.pl:3000,14
https://jlcl.org,14
http://www.almaden.ibm.com,14
http://140.114.53.122,14
https://www.cambridge.org,14
https://www.ingentaconnect.com,14
http://webdb2008.como.polimi.it,14
http://webdb09.cse.buffalo.edu,14
http://tede.mackenzie.br,14
https://www.zhb.uni-luebeck.de,14
http://www.ub.tu-cottbus.de,14
http://westminsterresearch.wmin.ac.uk,14
http://dspace.library.uu.nl,14
http://www.seer.ufrgs.br,13
http://bioinformatics.oxfordjournals.org,13
http://rml.tcs.uj.edu.pl,13
http://store.elsevier.com,13
http://www.bell-labs.com,13
http://iridia.ulb.ac.be,13
http://www.ximeco.org,13
http://www.disi.unige.it,13
https://doi.ieeecomputersociety.org,13
http://www.plan-x-2007.org,13
http://adcs-conference.org,13
http://dream.inf.ed.ac.uk,13
http://www.cnts.ua.ac.be,13
http://tede.biblioteca.ufpb.br:8080,13
